5516	3022	4431	2779	3489	5654	2297	668	5190	974	8707	6456	4884	6444	9686	5805
1964	1405	6076	3261	8715	7939	2061	7378	4748	6228	675	7385	5343	9374	2203	6318
4744	8571	7466	5584	2523	4943	8030	6100	5989	4406	1194	1430	8399	3260	5390	7046
7557	3686	660	158	4281	1282	54	1104	5858	3144	3717	6115	4893	1688	8087	6157
1071	635	3572	4346	3652	1760	107	9021	8734	9780	4631	9577	83	803	5684	7311
8767	1439	1602	9977	1453	7133	8284	6517	2239	8155	8595	4469	1496	688	6309	7118
2790	9923	6326	3217	4810	3086	6504	3663	2801	5512	9632	7209	3704	4027	8231	9495
2706	2336	2924	8666	9672	8048	6437	6408	9740	5260	2021	70	2175	995	821	713
8268	9303	9994	7673	6754	3870	5613	1562	75	4141	7343	7576	2614	2067	6663	8218
4749	2689	7930	2553	2644	6170	9812	7237	3318	1504	9014	4902	2699	358	9260	6771
7821	6059	9221	4961	4232	3091	869	391	4814	9010	2622	8323	7002	3975	5128	476
29	4953	7237	2574	1030	9011	8052	7770	3437	1291	9986	5046	4899	5857	7233	3662
1303	1253	8236	9469	3321	6790	8816	3113	1277	3406	5260	6219	4247	8721	7424	9877
2587	8429	2777	6200	7804	2900	4739	8457	9222	6739	7144	8545	6317	8227	8077	7921
5165	6773	5870	8644	9934	859	4554	5568	7592	9104	7705	1871	9418	1394	9901	9873
4108	8440	5450	2560	9102	8754	7630	3531	1961	2600	6097	4543	7003	7415	1861	136
8040	7634	7698	3931	1979	5988	4395	2553	5990	3314	9579	3622	8016	9881	4416	9744
1843	3169	4141	9712	6438	909	4342	3269	2676	7563	2783	7129	8976	4761	4325	5472
865	3822	4277	6221	4750	9168	4024	6857	7157	1944	1270	5316	208	4589	2677	6183
7614	833	9442	423	5767	1500	7854	3598	1980	1756	2923	8679	4293	1255	8027	1027
3772	5919	1781	2096	856	3755	8296	7127	8259	4334	1583	2261	4162	6190	6801	7357
5480	3264	7300	7636	4407	9134	1019	5912	7621	4674	2777	4832	6561	4013	2535	5078
1870	3111	6675	1477	876	6650	8429	3133	4800	7208	2117	3256	6695	7431	4762	6988
6182	8107	2652	1084	2286	298	4972	4796	6534	1690	5091	103	5726	3446	1025	3364
5095	1093	809	6345	80	336	7512	9667	5824	2131	9675	2273	8533	4053	6030	476
2888	3945	9236	845	5813	9684	1818	988	3652	9237	9968	9487	6731	1142	2030	3001
6913	2163	6179	5531	163	1318	6138	890	3816	2650	1724	2017	1479	5879	7680	5667
5884	9230	761	6471	1667	3094	720	1987	7786	1753	8100	4277	8634	7326	6614	4821
6474	699	4895	9394	2293	3249	1535	4231	4128	8869	1100	7162	5611	9328	1447	3383
5260	3684	2700	8766	5314	2975	1345	6432	3819	5635	9631	9214	8838	8679	8055	6203
1565	2039	8447	7837	7239	5770	2200	9361	5790	5965	4783	5825	1329	4942	52	9703
6412	4794	4441	7605	5893	1523	4262	9029	6246	8339	9758	7183	7916	6108	144	8148
5578	7691	2715	1681	10000	2675	2439	8763	720	9064	2056	4482	9542	8933	5453	1879
5717	9737	2307	9293	2086	9274	5271	3985	2317	8827	2004	57	8520	501	9835	7818
9489	1563	375	6349	5136	5091	2294	8415	9788	5777	3936	2212	634	8525	1607	5831
5219	8713	8726	1894	8409	965	6234	5747	2179	2384	5107	8631	1394	9886	6561	6121
2000	6102	407	4625	3037	5617	61	2014	1229	8666	3989	306	3738	3161	7015	2952
5544	6477	9367	5679	7277	2163	3863	9228	6708	8065	4402	653	298	1348	9425	7039
8187	8472	4694	6604	3268	2590	7536	3389	3622	9984	8748	5587	7622	847	7435	3673
8590	7245	1546	604	7365	6945	31	9329	16	5627	6102	5417	1945	6627	8660	3582
1344	8253	6599	5471	3766	2475	886	6969	3522	4831	7855	252	6926	8362	7954	7719
5655	9826	6701	7768	6641	2028	6917	9060	9216	5190	2291	3877	1625	2606	8557	5693
9162	7751	1026	652	4013	5149	8216	1492	657	8668	9955	2741	7512	5370	6335	137
8153	8640	9016	5607	4187	9511	2235	2131	8177	2506	1628	9052	8651	2689	779	640
5201	7532	7208	2565	5886	4067	7617	8419	3335	2870	6984	2686	9265	9126	7797	1119
6097	3205	5568	2130	2145	822	8658	2927	9234	5423	2407	9642	8701	6149	8558	1604
1720	2431	5275	6559	7328	6062	5618	3172	1188	9687	1595	3625	9180	7779	4181	3833
2187	8761	7044	5391	1911	1877	2192	9157	2098	4088	4828	2143	3679	8018	9818	8231
3570	8104	9256	4627	4781	5766	648	3532	2176	8722	7711	238	9103	1352	7427	8378
5459	8242	6275	1273	1265	4907	8617	7399	9347	857	6107	5319	7996	2740	7296	4086
6879	4379	4625	4623	8591	6818	3746	9500	9214	3255	7260	2433	6550	7353	6900	8284
369	4200	4549	3573	8513	9989	4485	2326	2728	2905	8242	3151	8109	7655	5975	7476
6556	7606	5504	9547	3834	2661	9237	6673	5728	1684	8423	6675	1405	6397	5668	4823
2899	1256	5966	4990	5106	2659	9980	2213	7923	8604	2510	5892	7694	1831	1654	1025
4094	9918	537	3696	4189	3461	856	3310	9130	2508	6168	179	9005	5246	9124	3668
5855	1288	2873	5552	7324	8196	9437	185	9747	3062	743	3069	5079	5288	6892	9079
2650	2002	3456	7164	5150	1398	4202	5843	848	3503	6402	9920	5053	8966	2374	861
9964	8039	5240	18	5068	6733	648	5295	8984	5614	4412	9779	1963	3546	5784	8171
9455	308	7038	4987	4727	821	5576	2855	2061	3558	4091	6370	5527	224	6546	9346
1838	3083	5043	5327	7497	5484	539	9074	8615	7713	4805	1219	3452	8028	1148	3000
1077	2734	7479	8220	5129	9782	9152	1968	5318	3561	306	4960	5996	8200	787	1476
6751	5209	3085	9137	6234	6717	5322	924	7062	6563	9784	9163	3343	475	5811	4358
6810	7739	1121	3560	4620	5512	1181	545	8574	6811	4408	3362	580	1732	49	6949
5794	7716	9869	6533	4666	194	9436	8243	3156	2741	2626	8110	3216	8378	5466	2380
8741	5647	6383	3153	6412	3134	9392	6390	9753	8023	5973	3144	3636	6147	2074	4314
7292	2007	9349	8045	9164	7007	4953	3593	6249	7110	7393	3741	7476	9028	5493	2903
3051	5041	4341	9847	4264	3533	423	3455	4158	8310	267	5774	5245	5248	6426	4889
9297	8445	3362	6849	8141	8356	7315	8684	6739	2915	3927	9078	9170	2797	3387	8063
917	8039	7108	7440	1916	964	195	8970	6122	3667	3856	7473	7309	3617	6107	2868
7437	1760	4540	779	3979	4622	6855	1989	9420	6017	6558	7391	9629	5011	3506	6264
1207	967	9763	3189	9349	5643	4443	877	5245	6138	9686	5536	7639	3846	8722	1855
7244	1159	2298	533	7539	48	4962	6395	2718	3036	5567	6764	2291	5011	6210	3642
294	3853	5536	5562	8520	8315	7758	570	1244	2385	2233	1724	9428	9692	3870	8889
5083	8154	9993	6964	9261	2969	7772	3973	9869	8520	381	287	1335	2897	8027	4399
9629	1466	5772	9560	8227	8677	2775	6130	8619	4681	4349	7489	9878	5930	1916	7976
4585	7028	7537	2360	1623	7286	3358	4976	206	8023	1574	392	3311	4035	3055	1947
8205	4254	1801	3229	3115	9997	9806	8806	601	9383	4391	3737	611	8302	9896	7073
2926	9325	9351	5271	989	8633	6633	9057	4541	4846	4490	4427	7033	8425	6047	3308
2095	9909	3474	1239	8361	820	6096	7738	7562	3120	7546	4829	2435	7135	3428	6218
8536	170	2848	9931	18	543	3595	5695	5217	1117	3167	7453	3314	6761	7486	1115
3699	7692	2178	6010	3613	5291	870	8810	4846	7863	8295	360	8407	1913	897	6975
5925	9773	1681	8520	1170	5038	1947	4610	517	8394	206	7108	214	7420	7822	17
6680	4248	1784	6452	7794	3536	7989	2601	8913	1195	8003	2849	5813	232	3429	9370
9745	5987	9262	4940	7545	3731	8239	1407	7314	8035	237	7711	4568	1614	1669	3422
7543	7510	3231	511	4750	8067	5015	5821	6769	2355	8144	5083	6190	3563	1013	5644
3018	1430	4463	2030	4555	9396	532	3232	5807	7137	990	8222	2976	8758	3942	924
5713	8163	1086	1810	7563	5878	3415	3109	9538	5066	2836	2798	1228	4102	673	9852
9563	2044	8992	339	8027	9656	8161	2511	7905	4350	5256	5872	1172	5801	6856	3784
3082	5701	9637	8579	5831	3853	5536	9215	9677	4034	6969	8820	2948	9015	8821	8140
2278	5442	6144	6917	3096	4551	994	2140	8124	2809	1871	4053	250	906	3143	286
6404	7161	8764	7071	9656	8723	281	771	1540	8040	1726	2356	5683	5257	9264	9079
6686	9730	6035	2298	3115	2399	8067	8223	2893	1449	5323	7386	8294	510	2766	6734
1187	8933	3031	1212	415	6439	5141	1175	4108	7995	5108	4903	2764	6308	6307	3702
4229	4291	3675	1539	7517	9157	882	1663	7714	6085	563	3595	2433	1777	73	1284
286	9344	108	1122	8160	9234	2633	4066	9262	7463	3826	4094	9984	1334	320	468
4622	5558	4525	5925	6029	6663	7560	9355	4783	1597	3481	3228	6754	3545	3513	8573
3038	6302	6526	5561	6375	3896	124	4383	7713	8854	4287	5637	1154	1382	9333	6030
5238	1739	7862	1307	2098	5321	9087	675	6617	1531	2296	609	7874	2826	5994	8317
7760	6383	2008	9641	1443	6694	9977	9845	5553	1079	653	6524	281	6532	8699	8426
2298	3439	1492	6092	7665	5288	5353	3194	5384	1924	9143	4627	9041	2461	4199	7858
9320	8553	1547	5727	5672	3237	4426	9091	3369	741	8658	9092	8913	2951	2238	3467
4935	5157	9831	7247	1132	7823	455	1443	2623	3310	6574	6035	6384	2192	9729	9745
224	9832	9460	3755	8865	4737	5623	3847	7091	436	3809	9032	8038	81	2500	6169
1191	6007	2295	3657	3874	1731	4721	447	4921	6755	448	6837	2772	1840	4533	8642
6308	7566	3726	2181	9092	9876	4084	9386	5177	7868	5961	9216	4066	632	4051	3134
3597	5496	8562	6052	6791	6316	3074	5014	6126	7800	8185	5504	2494	9393	7029	3234
7999	9280	4715	6091	8677	2337	1887	5256	3523	5174	7445	3896	5301	106	5683	7523
1796	894	2355	8973	8868	6346	7357	2030	4920	6090	7601	4393	7548	9506	861	9255
6070	3958	9047	55	1434	7385	8764	1864	1899	3373	8905	5316	4441	6215	1219	3869
9375	1529	3327	5010	5982	4974	9365	5092	5948	1014	22	3750	3280	5151	6057	6532
1917	7988	6817	272	6916	5489	8540	6726	2264	191	400	8104	5817	8225	5705	6339
7868	4044	3985	8412	9271	9296	6481	1568	8852	2947	6629	6930	3397	5232	2425	8754
5056	7704	7986	1490	9905	3274	1265	931	6379	5001	4576	8828	717	5210	9480	3352
9338	7118	7356	5606	9090	5515	4830	2288	7348	3363	5476	6446	780	6486	3238	7711
3504	1640	249	2555	2817	8095	6869	6123	5284	8701	3486	2322	5339	370	6576	5930
2134	9861	9892	5800	4473	3581	8417	3819	3409	4974	9378	1966	4233	1918	5678	7024
1342	7604	721	8858	968	4262	1651	1332	5176	6539	374	6227	9090	8532	6795	917
3897	8152	6365	9786	919	8390	9987	240	8492	1945	3664	3087	643	4293	1139	3569
2064	6793	5198	7587	9404	6942	3291	8303	9103	7885	4173	9553	7016	1645	3149	9692
6573	9971	3079	5220	1630	63	2307	7691	8707	912	292	8708	8347	3206	1821	8487
7199	3076	6677	6749	6254	7247	748	3222	8445	1658	5007	3309	7513	5748	532	9236
4567	8496	6145	3265	991	6919	4361	142	4930	4476	6019	5157	8057	6395	8648	5556
9451	1463	2011	8752	7014	2442	7699	2095	8993	2967	7850	9121	6223	4454	572	9457
3618	9099	8276	6482	582	839	41	4813	2902	6402	6931	3171	9333	2423	1861	1021
8041	8976	432	3888	923	269	3715	2009	4868	5814	4087	6553	7884	6900	7783	2870
7161	9664	2441	6528	4135	7268	2017	7524	6420	6376	31	2772	4868	6426	3425	452
4868	6614	2488	3659	7750	8344	831	563	7376	1410	2594	6479	9810	5952	1000	3672
3771	9353	4144	7040	7108	9674	2161	2747	9363	3095	383	550	4092	839	4760	4518
2310	8899	4032	7547	9587	192	9959	4577	9781	9889	8850	1351	4875	1982	4411	3199
3582	7004	1900	7116	9990	5454	6994	4149	9518	1306	4313	4920	8022	4882	6596	6908
8974	2556	9513	2700	6548	8024	9365	7711	6856	1269	4623	5270	513	5729	1678	4427
8042	4673	5591	9426	3623	1224	6276	2662	1204	5333	5982	6435	7854	4150	9602	8850
311	6017	8025	1155	6696	3565	2881	8906	1894	8480	3599	387	2597	8049	6793	7386
1172	8798	1115	8264	4954	185	7	4259	4022	3837	7261	2261	1066	4655	9076	5952
3186	7019	9598	534	4818	4871	834	809	3355	1015	8058	9387	429	3580	2894	4084
524	440	9204	9705	6874	3911	8774	8844	4462	3978	7081	2002	6213	2348	9468	2626
609	9135	4367	5139	8872	3986	5352	181	5783	6347	7468	5430	9194	3904	8143	8145
9778	9215	1454	7963	1646	381	5986	394	279	6298	5046	9802	4303	5406	5741	2510
3420	5711	1301	1223	3192	2837	1886	5504	5007	5704	5100	6562	7171	5559	184	529
5974	6847	1257	4202	6137	6160	9254	5155	1864	9878	2170	918	1549	2073	1075	8888
5586	403	5688	2670	4905	9701	8357	5328	7100	1633	8039	5193	9036	1057	2163	6505
2076	7502	9416	7616	2360	4451	6540	2784	2974	3343	208	121	1279	4101	8138	3911
6852	2851	9285	1157	8021	9045	2234	4158	4520	2250	2042	9182	3867	4827	2076	7406
3963	3109	255	4560	5575	4201	6327	6936	5740	347	2484	1054	5437	9304	5432	5158
5991	3591	103	2079	271	3811	3279	8063	3020	5466	9221	5582	1143	8228	9311	8106
3792	529	6073	3150	2458	8903	6295	6185	9722	9173	9926	5584	7170	9813	1328	7816
6725	5348	966	1805	1281	8043	4250	3898	7121	6958	9398	3399	1209	2967	3825	6526
3113	3958	5861	2785	2215	9324	578	7703	6487	6954	6311	5017	9955	2472	3373	9314
4916	9656	1583	7675	6059	5947	9060	4702	6649	6606	5129	8690	9838	8146	1887	8686
2644	2379	3561	523	2896	6319	3659	5724	6347	7481	2260	7340	4190	780	4567	1424
2463	984	8183	3411	8687	7666	6987	4885	6373	9735	7026	2832	3768	973	1179	8158
7859	6434	2548	8242	4517	8511	7605	5879	9044	9797	6346	1598	5855	9784	4697	8127
2972	8786	885	7031	1649	1502	5156	4686	6840	3869	7252	2487	9851	5796	7711	2230
1974	5349	26	4267	1317	9687	5577	1859	5954	3876	1755	3431	4810	6777	2170	6712
8414	5234	1138	8667	6733	8107	2033	8345	8054	8679	6171	5454	7746	4483	993	744
5026	9430	135	7331	2381	7225	7547	2217	978	6259	6042	7514	8224	2587	2494	788
9917	3703	1267	7268	6240	9110	1460	77	1139	1744	9812	3632	1719	9182	3383	3023
2539	3895	7219	3627	5373	4844	5112	3786	6612	9783	1104	5957	8822	3890	2463	7322
8138	6716	3574	4562	1347	8853	4194	2806	3474	9281	2355	6001	8133	1573	7828	3469
3531	9133	3016	8072	2536	2787	7682	6846	6574	388	3961	4425	6600	3608	8414	6102
2669	2948	9485	4879	8281	2688	7734	3817	3245	8702	2230	8768	5506	948	8330	8989
4993	7148	9465	4707	9945	3799	5471	4522	2926	9	7138	9082	6301	4012	3594	2739
2327	2568	1322	2967	6127	5791	4891	4151	3152	9870	7756	2205	9044	9280	6471	6054
239	5849	13	4547	9444	8156	82	1245	9014	7758	6036	5813	760	7105	3271	6043
4533	2179	2663	5709	1656	2959	8720	5651	2991	6346	8784	148	1723	4445	6746	1766
8676	713	8340	7920	5420	9694	9864	8878	1164	996	1876	5208	1255	9911	6645	2440
4970	858	2233	4036	4406	9611	504	7762	3192	2154	8910	2040	6078	7338	8025	6076
4510	5609	9028	4942	5241	4254	3506	920	9957	4263	1589	3484	7165	6014	6262	8369
7094	2953	4078	2820	1981	8770	8060	1524	9582	3001	536	6732	4824	1567	3711	5342
16	2169	3413	8149	2427	8588	1736	3091	6722	398	3747	2844	642	4314	7398	4326
5485	275	3228	3365	4944	6795	5988	3307	7486	6650	8382	60	5757	3648	4041	7213
3124	6320	1457	7442	155	8690	3284	6586	3800	9854	2290	8215	5507	6473	1988	9173
982	319	977	3561	886	9727	6453	1900	8304	3439	474	2844	2927	2874	801	3223
1354	8316	2084	1721	6020	5148	9425	3931	5485	8808	6351	6444	6312	5046	9761	4431
7825	9995	2063	3029	2776	8678	215	2293	5839	1958	5711	1527	1113	7201	9955	4805
4022	5413	381	4887	9563	7413	2068	188	686	1035	3967	3166	1563	2675	741	8556
4851	3787	2649	2003	3784	7332	7214	1246	3128	4142	5959	6029	3740	1651	7480	9064
9478	825	6536	9052	8186	4644	221	4816	1320	1926	9149	7427	9370	3873	6457	3664
8198	3158	9236	2264	105	1002	8553	7100	5888	2816	5075	6621	4658	6368	2571	6749
4121	2085	1271	6034	6935	6032	6634	2686	6501	9709	4657	6336	1111	2812	4900	7908
8671	8502	1521	3480	50	7781	6875	1083	4961	5758	9903	3914	2056	2624	5789	2459
695	6538	1180	8216	1529	8318	5211	218	4126	6880	4428	3623	5088	6554	8141	349
1629	2170	7373	1216	4074	9342	5045	4811	6374	1635	9276	7968	2532	9381	8243	9791
8472	6536	6831	4872	723	1250	8928	5909	6011	2078	7356	7373	1831	8267	2017	7306
5619	5003	3906	8951	5825	9370	3689	5068	3035	5243	993	7029	7204	9102	1102	9957
9147	6697	5310	9370	5093	1619	9833	6042	440	4595	8931	3962	6440	4606	5023	4484
5948	4584	2026	6136	1657	8538	2866	7374	4898	1033	862	4135	2568	7407	5415	2062
5428	8305	8739	7782	8894	9858	5011	2045	6377	9832	4770	5240	6507	9006	4436	3951
2188	6507	8526	3756	2400	4325	4297	304	1421	378	856	6049	9051	9641	1098	3149
7660	8104	1948	9932	2921	9917	7072	3824	2761	4037	983	6819	7163	7530	3714	792
877	9656	6664	8421	1356	8660	3455	5150	171	2092	154	7559	8364	3261	1801	7107
4232	359	1137	9964	3957	5505	5673	4306	1403	4458	2410	8945	9894	6917	2139	4636
9442	9563	9493	5464	7477	2570	4101	7772	9002	3767	3933	1784	9128	6915	2680	9629
9608	4442	8347	7738	7137	4424	8325	955	3036	831	4742	2985	691	9007	9091	1870
471	938	882	420	1809	5120	8970	7830	6912	2083	4811	3228	9482	5371	7646	1214
1625	3704	9560	2806	6441	8177	4626	2181	4305	459	6139	7463	4140	5657	7252	1033
9720	3754	5509	9315	4926	7516	4516	4373	3550	1369	5827	582	3971	8065	1915	4146
6631	9493	8554	5184	809	9231	7410	5687	9261	9819	7077	9418	39	1283	6545	634
2810	3397	9670	1903	616	9623	463	4206	7254	5679	7754	9414	2630	7508	2047	7769
6461	5476	8312	6879	6907	5507	5053	5898	1501	2486	3394	1153	8637	9526	3456	1311
6130	3038	4618	6536	2206	9192	8510	3227	4368	949	7150	6728	1930	4962	6640	7907
1420	7846	665	2310	8147	7491	4643	1086	9148	8304	4378	208	9610	6885	2485	6645
2640	4131	1430	596	2116	8622	6692	2748	5011	3804	3419	9735	8861	7997	3379	5070
2006	4722	5444	7024	6639	658	8545	9409	1224	5383	6851	2270	1425	5834	3525	974
1220	2293	6622	3845	4786	5908	8864	3036	3010	2142	5518	5273	763	8811	1769	4862
7106	232	1443	3735	2026	5831	3559	3754	9127	2826	5800	7117	1982	7788	8032	9811
585	9674	1249	8593	6285	7608	8273	3337	7276	8109	1474	4138	8715	2331	1447	982
5887	6755	2258	5390	740	2148	529	1782	9873	9062	1395	2766	252	520	4456	130
4275	4708	9736	2463	8331	7055	4513	7472	7730	2703	3451	7119	3092	8050	7243	4312
3888	4527	7153	739	5898	6683	6082	8532	6111	4354	5594	3601	1971	6371	9619	9048
5733	6814	2703	3699	1756	3908	9937	5179	1268	543	9440	2322	2303	3808	7389	5037
8442	6677	2500	665	840	3336	147	331	5317	3514	6166	638	6139	8749	3198	3174
1361	6753	8692	2099	9273	137	8622	8587	6699	8943	1403	9205	4211	8046	7923	323
4483	1697	1186	8752	4212	4279	2641	1610	9052	4982	7094	7000	8186	8547	9861	1769
2237	2039	7709	1276	3607	6781	7649	925	380	3668	1588	7458	8477	9360	5174	1136
3633	9483	633	8892	2001	2594	7884	1318	2592	7484	203	5775	6489	6695	9915	6799
6776	8197	6734	2282	9656	7860	1564	8416	8198	2702	5192	8914	9300	4004	4568	2600
1170	9427	2383	6256	3666	3209	216	6352	9138	2574	1813	4683	6144	5656	5383	7083
2895	4542	5303	15	5691	6837	3255	1403	2403	914	6139	3182	7669	585	9882	6515
3685	4743	1558	4988	8405	8670	1683	3401	9817	7053	2947	6141	3857	4636	2951	6917
2839	5760	4964	6887	4813	2140	9379	7511	3711	9568	8704	3674	8537	5641	5459	5143
3488	7563	3587	5100	4306	7634	9288	6987	2252	3680	1086	2443	9246	1273	38	3539
4180	1368	8474	4002	4463	3009	7684	6074	4547	1278	618	5452	4949	2704	6496	4656
2949	7255	9860	989	3295	7372	3369	4743	699	5253	4861	5329	221	6412	6282	9074
7099	9304	6917	4105	4122	9943	2029	8547	8291	976	5101	7801	340	8652	949	8263
573	3401	3151	9188	8923	8975	2374	9738	1949	8785	6663	6780	2128	3032	3739	2046
1668	4563	6063	4656	3115	5733	7843	7317	7227	1688	8443	6446	3437	4127	8740	9912
6560	410	5415	3820	7193	7050	1103	5488	1194	448	9434	7414	7969	1046	9964	91
9895	7522	7688	6439	2361	8641	8352	3130	8897	5946	2188	81	8541	8692	829	2573
1788	3579	7675	9667	8765	2644	3320	9520	4015	2136	7348	2439	6871	7505	9142	465
1388	6582	4179	3356	299	8946	1207	2368	4942	6308	6683	7515	5099	535	2231	8214
2442	116	3424	5767	8536	2174	6650	4214	2114	7482	8485	3073	4871	4532	2317	6037
8531	3839	3680	3054	5151	8876	1273	5227	4876	4476	1127	699	8820	1736	2935	9456
6634	5091	5832	2091	9379	2685	3395	8400	9498	6647	3557	3221	8270	895	8573	1021
